,Name,Agent,State,Notes,User,Tags,Created,Runtime,Sweep,activation,batch_size,dropout,epochs,learning_rate,optimizer,GFLOPS,acc,best_epoch,best_val_loss,epoch,loss,val_acc,val_loss
0,zany-sweep-132,4e13075g,crashed,-,viettran,,2022-12-14T19:02:05.000Z,6,e2dunx1n,relu,60,0.2,10,0.001,Adam,,,,,,,,
1,cosmic-sweep-131,4e13075g,finished,-,viettran,,2022-12-14T19:00:07.000Z,115,e2dunx1n,tanh,30,0.4,10,0.001,Adadelta,1.6411343405,0.4343336522579193,,,9.0,0.9640074372291564,0.7006451487541199,0.0661894604563713
2,deft-sweep-130,4e13075g,finished,-,viettran,,2022-12-14T18:58:10.000Z,114,e2dunx1n,tanh,30,0.2,10,0.01,Adadelta,1.6411343405,0.6189092993736267,,,9.0,0.0971966385841369,0.7006451487541199,0.0533554255962371
3,zesty-sweep-129,4e13075g,finished,-,viettran,,2022-12-14T18:56:13.000Z,112,e2dunx1n,tanh,60,0.4,10,0.005,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0817198529839515,0.7006451487541199,0.0669192969799041
4,fluent-sweep-128,4e13075g,finished,-,viettran,,2022-12-14T18:53:55.000Z,136,e2dunx1n,relu,120,0.2,10,0.0001,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0796711519360542,0.7006451487541199,0.0685791671276092
5,morning-sweep-127,4e13075g,finished,-,viettran,,2022-12-14T18:51:37.000Z,134,e2dunx1n,relu,150,0.4,10,0.0001,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0884995386004448,0.7006451487541199,0.0642705485224723
6,summer-sweep-126,4e13075g,finished,-,viettran,,2022-12-14T18:49:40.000Z,113,e2dunx1n,relu,90,0.2,10,0.005,Adadelta,1.6411343405,0.6214907765388489,,,9.0,0.0789529308676719,0.7006451487541199,0.0660819187760353
7,earnest-sweep-125,4e13075g,finished,-,viettran,,2022-12-14T18:47:22.000Z,133,e2dunx1n,elu,90,0.2,10,0.0005,RMSProp,1.6411343405,0.5963214039802551,,,9.0,0.3697988092899322,0.7006451487541199,0.0662914812564849
8,fresh-sweep-124,4e13075g,finished,-,viettran,,2022-12-14T18:45:25.000Z,114,e2dunx1n,elu,120,0.2,10,0.0005,Adadelta,1.6411343405,0.5363020300865173,,,9.0,0.3017840385437011,0.7006451487541199,0.0624440871179103
9,cerulean-sweep-123,4e13075g,finished,-,viettran,,2022-12-14T18:43:07.000Z,133,e2dunx1n,relu,30,0.6,10,0.01,Adadelta,1.6411343405,0.6214907765388489,,,9.0,0.0821449011564254,0.7006451487541199,0.0662807673215866
10,crimson-sweep-122,4e13075g,finished,-,viettran,,2022-12-14T18:41:11.000Z,115,e2dunx1n,tanh,60,0.4,10,0.001,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0806428715586662,0.7006451487541199,0.0652481466531753
11,lemon-sweep-121,4e13075g,finished,-,viettran,,2022-12-14T18:38:13.000Z,173,e2dunx1n,elu,60,0.2,10,0.005,RMSProp,1.6411343405,0.6211681365966797,,,9.0,18894.650390625,0.7006451487541199,0.0617206431925296
12,lively-sweep-120,4e13075g,finished,-,viettran,,2022-12-14T18:36:20.000Z,109,e2dunx1n,relu,60,0.4,10,0.0001,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0858783647418022,0.7006451487541199,0.0640678852796554
13,youthful-sweep-119,4e13075g,finished,-,viettran,,2022-12-14T18:34:03.000Z,135,e2dunx1n,tanh,120,0.6,10,0.0001,SGD,1.6411343405,0.4294933974742889,,,9.0,1.06476628780365,0.7006451487541199,0.0607670843601226
14,earthy-sweep-118,4e13075g,finished,-,viettran,,2022-12-14T18:31:45.000Z,133,e2dunx1n,elu,90,0.4,10,0.01,SGD,1.6411343405,0.6214907765388489,,,9.0,,0.7006451487541199,
15,vivid-sweep-117,4e13075g,finished,-,viettran,,2022-12-14T18:29:48.000Z,113,e2dunx1n,tanh,120,0.4,10,0.0001,Adadelta,1.6411343405,0.423685073852539,,,9.0,1.3655757904052734,0.7006451487541199,0.0619417391717433
16,fresh-sweep-116,4e13075g,finished,-,viettran,,2022-12-14T18:27:50.000Z,114,e2dunx1n,tanh,90,0.6,10,0.0005,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0801605209708213,0.7006451487541199,0.0664044320583343
17,daily-sweep-115,4e13075g,finished,-,viettran,,2022-12-14T18:25:33.000Z,135,e2dunx1n,relu,90,0.6,10,0.01,Adadelta,1.6411343405,0.6214907765388489,,,9.0,0.0807650610804557,0.7006451487541199,0.0653520748019218
18,sleek-sweep-114,4e13075g,finished,-,viettran,,2022-12-14T18:23:15.000Z,134,e2dunx1n,tanh,60,0.4,10,0.01,Adadelta,1.6411343405,0.5146821737289429,,,9.0,0.3782474994659424,0.7006451487541199,0.06130813062191
19,misty-sweep-113,4e13075g,finished,-,viettran,,2022-12-14T18:20:58.000Z,135,e2dunx1n,tanh,150,0.4,10,0.005,Adadelta,1.6411343405,0.4666021168231964,,,9.0,0.649116039276123,0.7006451487541199,0.0646561756730079
20,curious-sweep-112,4e13075g,finished,-,viettran,,2022-12-14T18:19:06.000Z,111,e2dunx1n,relu,30,0.6,10,0.01,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0794299691915512,0.7006451487541199,0.0652116611599922
21,dandy-sweep-111,4e13075g,finished,-,viettran,,2022-12-14T18:16:48.000Z,135,e2dunx1n,relu,150,0.6,10,0.005,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0792316347360611,0.7006451487541199,0.065332293510437
22,zany-sweep-110,4e13075g,finished,-,viettran,,2022-12-14T18:14:50.000Z,117,e2dunx1n,tanh,30,0.2,10,0.0005,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.1003570109605789,0.7006451487541199,0.0615599565207958
23,scarlet-sweep-109,4e13075g,finished,-,viettran,,2022-12-14T18:12:32.000Z,137,e2dunx1n,elu,60,0.6,10,0.01,Adam,1.6411343405,0.6063246130943298,,,9.0,0.1415256261825561,0.7006451487541199,0.0627842471003532
24,whole-sweep-108,4e13075g,finished,-,viettran,,2022-12-14T18:10:35.000Z,113,e2dunx1n,tanh,30,0.4,10,0.01,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0846717432141304,0.7006451487541199,0.0653957948088646
25,rosy-sweep-107,4e13075g,finished,-,viettran,,2022-12-14T18:08:38.000Z,112,e2dunx1n,elu,60,0.4,10,0.001,Adam,1.6411343405,0.4833817481994629,,,9.0,0.4875913560390472,0.7006451487541199,0.0826059654355049
26,prime-sweep-106,4e13075g,finished,-,viettran,,2022-12-14T18:06:21.000Z,133,e2dunx1n,tanh,60,0.4,10,0.005,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.08360555768013,0.7006451487541199,0.1036173775792122
27,silver-sweep-105,4e13075g,finished,-,viettran,,2022-12-14T18:04:23.000Z,114,e2dunx1n,tanh,90,0.6,10,0.001,Adadelta,1.6411343405,0.3885124325752258,,,9.0,2.850153684616089,0.7006451487541199,0.1088650822639465
28,glowing-sweep-104,4e13075g,finished,-,viettran,,2022-12-14T18:02:06.000Z,136,e2dunx1n,relu,30,0.4,10,0.01,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0790829360485076,0.7006451487541199,0.0662081763148307
29,cosmic-sweep-103,4e13075g,finished,-,viettran,,2022-12-14T18:00:06.000Z,114,e2dunx1n,elu,60,0.4,10,0.01,RMSProp,1.6411343405,0.5963214039802551,,,9.0,2160198912.0,0.7006451487541199,0.0771519467234611
30,faithful-sweep-102,4e13075g,finished,-,viettran,,2022-12-14T17:58:04.000Z,119,e2dunx1n,tanh,60,0.6,10,0.0001,RMSProp,1.6411343405,0.4172313511371612,,,9.0,1.4572694301605225,0.7006451487541199,0.1038331240415573
31,dandy-sweep-101,4e13075g,finished,-,viettran,,2022-12-14T17:55:40.000Z,138,e2dunx1n,tanh,120,0.6,10,0.005,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0797912329435348,0.7006451487541199,0.0666988417506218
32,quiet-sweep-100,4e13075g,finished,-,viettran,,2022-12-14T17:53:12.000Z,141,e2dunx1n,relu,30,0.6,10,0.005,Adam,1.6411343405,0.6214907765388489,,,9.0,0.079197458922863,0.7006451487541199,0.0658600032329559
33,generous-sweep-99,4e13075g,finished,-,viettran,,2022-12-14T17:50:49.000Z,137,e2dunx1n,elu,30,0.6,10,0.0005,RMSProp,1.6411343405,0.6208454370498657,,,9.0,0.1046669036149978,0.7006451487541199,0.0655703917145729
34,exalted-sweep-98,4e13075g,finished,-,viettran,,2022-12-14T17:48:49.000Z,115,e2dunx1n,tanh,90,0.6,10,0.0005,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0809076353907585,0.7006451487541199,0.0673975721001625
35,glad-sweep-97,4e13075g,finished,-,viettran,,2022-12-14T17:46:32.000Z,136,e2dunx1n,tanh,150,0.6,10,0.0005,Adadelta,1.6411343405,0.368505984544754,,,9.0,2.73134446144104,0.5832257866859436,0.3466565012931824
36,charmed-sweep-96,4e13075g,finished,-,viettran,,2022-12-14T17:44:14.000Z,134,e2dunx1n,relu,30,0.2,10,0.001,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0790894702076911,0.7006451487541199,0.0655967742204666
37,whole-sweep-95,4e13075g,finished,-,viettran,,2022-12-14T17:42:17.000Z,112,e2dunx1n,tanh,60,0.4,10,0.001,SGD,1.6411343405,0.6182639598846436,,,9.0,0.1122393906116485,0.7006451487541199,0.06222540512681
38,comic-sweep-94,4e13075g,finished,-,viettran,,2022-12-14T17:39:59.000Z,134,e2dunx1n,relu,150,0.2,10,0.005,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0793012008070945,0.7006451487541199,0.0666026920080185
39,fiery-sweep-93,4e13075g,finished,-,viettran,,2022-12-14T17:38:07.000Z,110,e2dunx1n,relu,150,0.6,10,0.005,Adadelta,1.6411343405,0.6214907765388489,,,9.0,0.0902848690748214,0.7006451487541199,0.0666288435459137
40,avid-sweep-92,4e13075g,finished,-,viettran,,2022-12-14T17:36:10.000Z,112,e2dunx1n,tanh,30,0.6,10,0.005,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0795500874519348,0.7006451487541199,0.0666663348674774
41,sweepy-sweep-91,4e13075g,finished,-,viettran,,2022-12-14T17:34:13.000Z,112,e2dunx1n,tanh,60,0.4,10,0.005,Adadelta,1.6411343405,0.4330429136753082,,,9.0,0.9573625326156616,0.7006451487541199,0.0647869855165481
42,hardy-sweep-90,4e13075g,finished,-,viettran,,2022-12-14T17:31:50.000Z,137,e2dunx1n,tanh,60,0.6,10,0.01,Adadelta,1.6411343405,0.391093909740448,,,9.0,2.5531768798828125,0.7006451487541199,0.0761523768305778
43,effortless-sweep-89,4e13075g,finished,-,viettran,,2022-12-14T17:29:46.000Z,121,e2dunx1n,tanh,150,0.6,10,0.001,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0795793980360031,0.7006451487541199,0.0655180588364601
44,decent-sweep-88,4e13075g,finished,-,viettran,,2022-12-14T17:27:49.000Z,113,e2dunx1n,elu,120,0.2,10,0.001,Adam,1.6411343405,0.6211681365966797,,,9.0,0.0747747793793678,0.7006451487541199,0.0607363246381282
45,clear-sweep-87,4e13075g,finished,-,viettran,,2022-12-14T17:25:56.000Z,112,e2dunx1n,elu,150,0.2,10,0.0005,SGD,1.6411343405,0.6211681365966797,,,9.0,0.0834848806262016,0.7006451487541199,0.0593979768455028
46,daily-sweep-86,4e13075g,finished,-,viettran,,2022-12-14T17:23:39.000Z,135,e2dunx1n,elu,30,0.4,10,0.01,RMSProp,1.6411343405,0.546305239200592,,,9.0,0.2217496782541275,0.7006451487541199,0.0709026381373405
47,genial-sweep-85,4e13075g,finished,-,viettran,,2022-12-14T17:21:42.000Z,114,e2dunx1n,tanh,60,0.6,10,0.0001,RMSProp,1.6411343405,0.4356243908405304,,,9.0,1.0892553329467771,0.7006451487541199,0.0745887979865074
48,peach-sweep-84,4e13075g,finished,-,viettran,,2022-12-14T17:19:50.000Z,107,e2dunx1n,relu,30,0.6,10,0.005,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0791450068354606,0.7006451487541199,0.0658679082989692
49,hopeful-sweep-83,4e13075g,finished,-,viettran,,2022-12-14T17:17:55.000Z,113,e2dunx1n,elu,90,0.2,10,0.0001,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0612602606415748,0.7006451487541199,0.0603383481502532
50,prime-sweep-82,4e13075g,finished,-,viettran,,2022-12-14T17:15:57.000Z,116,e2dunx1n,elu,90,0.2,10,0.01,RMSProp,1.6411343405,0.6005163192749023,,,9.0,1569973.875,0.7006451487541199,0.0737899392843246
51,firm-sweep-81,4e13075g,finished,-,viettran,,2022-12-14T17:13:58.000Z,115,e2dunx1n,relu,30,0.6,10,0.01,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0794946774840354,0.7006451487541199,0.0691724941134452
52,logical-sweep-80,4e13075g,finished,-,viettran,,2022-12-14T17:12:00.000Z,112,e2dunx1n,elu,150,0.6,10,0.001,Adam,1.6411343405,0.5995482206344604,,,9.0,0.1532059758901596,0.7006451487541199,0.0706833600997924
53,glamorous-sweep-79,4e13075g,finished,-,viettran,,2022-12-14T17:10:03.000Z,114,e2dunx1n,elu,60,0.4,10,0.01,SGD,1.6411343405,0.6214907765388489,,,9.0,,0.7006451487541199,
54,charmed-sweep-78,4e13075g,finished,-,viettran,,2022-12-14T17:08:10.000Z,112,e2dunx1n,elu,120,0.6,10,0.0005,Adam,1.6411343405,0.6176185607910156,,,9.0,0.1128189489245414,0.7006451487541199,0.063690572977066
55,splendid-sweep-77,4e13075g,finished,-,viettran,,2022-12-14T17:06:17.000Z,111,e2dunx1n,elu,120,0.2,10,0.0001,Adam,1.6411343405,0.4849951565265655,,,9.0,0.4938294291496277,0.7006451487541199,0.0853324830532074
56,feasible-sweep-76,4e13075g,finished,-,viettran,,2022-12-14T17:04:10.000Z,126,e2dunx1n,elu,30,0.6,10,0.01,RMSProp,1.6411343405,0.5892223119735718,,,9.0,302499.15625,0.7006451487541199,0.0693752467632293
57,vague-sweep-75,4e13075g,finished,-,viettran,,2022-12-14T17:01:53.000Z,134,e2dunx1n,tanh,150,0.4,10,0.005,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0827976763248443,0.7006451487541199,0.0680967047810554
58,eager-sweep-74,4e13075g,finished,-,viettran,,2022-12-14T17:00:01.000Z,110,e2dunx1n,relu,30,0.6,10,0.0001,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0837906152009964,0.7006451487541199,0.0692349076271057
59,swept-sweep-73,4e13075g,finished,-,viettran,,2022-12-14T16:57:37.000Z,140,e2dunx1n,elu,120,0.2,10,0.01,Adadelta,1.6411343405,0.6195546984672546,,,9.0,0.09398253262043,0.7006451487541199,0.053725603967905
60,sage-sweep-72,4e13075g,finished,-,viettran,,2022-12-14T16:55:40.000Z,112,e2dunx1n,tanh,150,0.4,10,0.0001,SGD,1.6411343405,0.5782510638237,,,9.0,0.2065573483705521,0.7006451487541199,0.0635854750871658
61,fragrant-sweep-71,4e13075g,finished,-,viettran,,2022-12-14T16:53:48.000Z,111,e2dunx1n,relu,90,0.4,10,0.0001,Adadelta,1.6411343405,0.6202000379562378,,,9.0,0.0964487046003341,0.7006451487541199,0.0663522854447364
62,avid-sweep-70,4e13075g,finished,-,viettran,,2022-12-14T16:51:49.000Z,114,e2dunx1n,tanh,60,0.4,10,0.0001,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0808965787291526,0.7006451487541199,0.0665873810648918
63,divine-sweep-69,4e13075g,finished,-,viettran,,2022-12-14T16:49:51.000Z,115,e2dunx1n,tanh,120,0.2,10,0.0001,RMSProp,1.6411343405,0.6221361756324768,,,9.0,0.0602554716169834,0.7006451487541199,0.0565613768994808
64,pleasant-sweep-68,4e13075g,finished,-,viettran,,2022-12-14T16:47:54.000Z,113,e2dunx1n,elu,30,0.4,10,0.0001,SGD,1.6411343405,0.6050338745117188,,,9.0,0.1362371295690536,0.7006451487541199,0.0650914832949638
65,warm-sweep-67,4e13075g,finished,-,viettran,,2022-12-14T16:45:37.000Z,133,e2dunx1n,elu,60,0.2,10,0.005,Adam,1.6411343405,0.4795095324516296,,,9.0,0.6529539227485657,0.7006451487541199,0.0627394393086433
66,playful-sweep-66,4e13075g,finished,-,viettran,,2022-12-14T16:43:40.000Z,115,e2dunx1n,elu,60,0.2,10,0.01,RMSProp,1.6411343405,0.5782510638237,,,9.0,3945.872802734375,0.7006451487541199,0.0619900971651077
67,royal-sweep-65,4e13075g,finished,-,viettran,,2022-12-14T16:41:48.000Z,108,e2dunx1n,relu,150,0.6,10,0.001,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0791083499789238,0.7006451487541199,0.0659532770514488
68,hopeful-sweep-64,4e13075g,finished,-,viettran,,2022-12-14T16:39:29.000Z,137,e2dunx1n,relu,30,0.2,10,0.001,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0793048292398452,0.7006451487541199,0.0651943311095237
69,floral-sweep-63,4e13075g,finished,-,viettran,,2022-12-14T16:37:32.000Z,113,e2dunx1n,elu,90,0.6,10,0.005,Adam,1.6411343405,0.5998709201812744,,,9.0,0.165059894323349,0.7006451487541199,0.0796267986297607
70,peachy-sweep-62,4e13075g,finished,-,viettran,,2022-12-14T16:35:35.000Z,112,e2dunx1n,tanh,150,0.4,10,0.0005,Adadelta,1.6411343405,0.4343336522579193,,,9.0,1.108278751373291,0.7006451487541199,0.0670844539999961
71,generous-sweep-61,4e13075g,finished,-,viettran,,2022-12-14T16:33:28.000Z,124,e2dunx1n,relu,120,0.2,10,0.0005,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0794464573264122,0.7006451487541199,0.0643742978572845
72,smooth-sweep-60,4e13075g,finished,-,viettran,,2022-12-14T16:31:32.000Z,110,e2dunx1n,relu,120,0.6,10,0.005,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0791348665952682,0.7006451487541199,0.0656323656439781
73,sage-sweep-59,4e13075g,finished,-,viettran,,2022-12-14T16:29:30.000Z,118,e2dunx1n,relu,60,0.6,10,0.001,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0791187435388565,0.7006451487541199,0.0661396756768226
74,rose-sweep-58,4e13075g,finished,-,viettran,,2022-12-14T16:27:32.000Z,113,e2dunx1n,tanh,120,0.4,10,0.01,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0895938947796821,0.7006451487541199,0.0600374229252338
75,stellar-sweep-57,4e13075g,finished,-,viettran,,2022-12-14T16:25:35.000Z,114,e2dunx1n,elu,150,0.4,10,0.005,Adadelta,1.6411343405,0.5014520883560181,,,9.0,0.4395833015441894,0.7006451487541199,0.0578975714743137
76,gallant-sweep-56,4e13075g,finished,-,viettran,,2022-12-14T16:23:32.000Z,114,e2dunx1n,tanh,30,0.2,10,0.0005,Adadelta,1.6411343405,0.5121006965637207,,,9.0,0.3960460126399994,0.7006451487541199,0.063741959631443
77,jumping-sweep-55,4e13075g,finished,-,viettran,,2022-12-14T16:21:22.000Z,129,e2dunx1n,elu,150,0.6,10,0.01,Adam,1.6411343405,0.6024523973464966,,,9.0,0.1535709500312805,0.7006451487541199,0.0674274340271949
78,eager-sweep-54,4e13075g,finished,-,viettran,,2022-12-14T16:19:03.000Z,134,e2dunx1n,tanh,120,0.4,10,0.01,RMSProp,1.6411343405,0.6214907765388489,,,9.0,0.0885758996009826,0.7006451487541199,0.0614044964313507
79,fragrant-sweep-53,4e13075g,finished,-,viettran,,2022-12-14T16:17:06.000Z,115,e2dunx1n,tanh,60,0.2,10,0.005,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0820733830332756,0.7006451487541199,0.0638236030936241
80,woven-sweep-52,4e13075g,finished,-,viettran,,2022-12-14T16:15:09.000Z,111,e2dunx1n,relu,150,0.6,10,0.0001,SGD,1.6411343405,0.6211681365966797,,,9.0,0.087308332324028,0.7006451487541199,0.0635615140199661
81,electric-sweep-51,4e13075g,finished,-,viettran,,2022-12-14T16:13:17.000Z,109,e2dunx1n,relu,30,0.4,10,0.0005,SGD,1.6411343405,0.6214907765388489,,,9.0,0.0804879069328308,0.7006451487541199,0.0672680884599685
82,rose-sweep-50,4e13075g,finished,-,viettran,,2022-12-14T16:10:59.000Z,134,e2dunx1n,relu,30,0.4,10,0.0001,RMSProp,1.6411343405,0.6211681365966797,7.0,0.0426181629300117,9.0,0.0576215088367462,0.7019354701042175,0.0438037365674972
83,usual-sweep-49,4e13075g,finished,-,viettran,,2022-12-14T16:08:42.000Z,132,e2dunx1n,tanh,90,0.6,10,0.005,Adam,1.6411343405,0.6214907765388489,,,9.0,0.0815896987915039,0.7006451487541199,0.0654507130384445
